RAW Data export file (comma separated)


Client:	John,Sample
Session:	Allan1 
Date:	26-07-2017
Time:	14:36:46
Duration:	317	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-37.832,738.704,,
-37.257,738.704,,
-36.886,738.762,,
-36.743,738.762,,
-36.696,738.762,,
-36.868,738.762,,
-37.069,738.895,,
-37.086,738.895,,
-37.162,738.895,,
-37.183,738.895,,
-36.927,738.880,,
-36.739,738.880,,
-36.737,738.880,,
-36.814,738.880,,
-37.149,739.087,,
-37.390,739.087,,
-37.601,739.087,,
-38.049,739.087,,
-38.499,739.093,,
-38.751,739.093,,
-38.801,739.093,,
-38.735,739.093,,
-38.673,738.901,,
-38.485,738.901,,
-38.268,738.901,,
-37.956,738.901,,
-37.718,738.824,,
-37.573,738.824,,
-37.290,738.824,,
-36.910,738.824,,
-36.784,738.665,,
-36.516,738.665,,
-36.315,738.665,,
-36.145,738.665,,
-36.051,738.758,,
-36.082,738.758,,
-35.893,738.758,,
-35.691,738.758,,
-35.378,738.584,,
-34.710,738.584,,
-33.879,738.584,,
-32.973,738.584,,
-31.675,738.417,,
-29.703,738.417,,
-27.369,738.417,,
-24.764,738.417,,
-22.283,738.426,,
-20.291,738.426,,
-18.942,738.426,,
-18.072,738.426,,
-17.559,738.181,,
-17.226,738.181,,
-17.019,738.181,,
-17.317,738.181,,
-18.165,737.966,,
-19.318,737.966,,
-20.492,737.966,,
-21.819,737.966,,
-23.445,737.892,,
-24.815,737.892,,
-25.628,737.892,,
-26.421,737.892,,
-27.401,737.945,,
-28.647,737.945,,
-29.920,737.945,,
-31.178,737.945,,
-32.226,737.696,,
-33.087,737.696,,
-33.802,737.696,,
-34.482,737.696,,
-35.171,737.591,,
-35.719,737.591,,
-36.171,737.591,,
-36.493,737.591,,
-36.485,737.125,,
-36.287,737.125,,
-36.414,737.125,,
-36.543,737.125,,
-36.590,736.614,,
-36.412,736.614,,
-36.102,736.614,,
-35.874,736.614,,
-35.561,736.170,,
-35.387,736.170,,
-35.328,736.170,,
-35.174,736.170,,
-35.051,736.012,,
-34.780,736.012,,
-34.526,736.012,,
-34.544,736.012,,
-34.902,735.902,,
-34.873,735.902,,
-34.722,735.902,,
-34.883,735.902,,
-35.579,735.613,,
-36.652,735.613,,
-37.674,735.613,,
-38.542,735.613,,
-38.921,735.409,,
-38.937,735.409,,
-38.843,735.409,,
-38.611,735.409,,
-38.159,735.146,,
-37.564,735.146,,
-37.121,735.146,,
-36.874,735.146,,
-36.650,735.094,,
-36.636,735.094,,
-36.486,735.094,,
-36.109,735.094,,
-35.636,734.900,,
-35.327,734.900,,
-35.365,734.900,,
-35.343,734.900,,
-35.125,734.687,,
-35.083,734.687,,
-35.545,734.687,,
-36.075,734.687,,
-36.300,734.421,,
-36.269,734.421,,
-36.151,734.421,,
-35.970,734.421,,
-35.817,734.255,,
-35.928,734.255,,
-36.428,734.255,,
-37.210,734.255,,
-37.915,734.149,,
-38.381,734.149,,
-38.605,734.149,,
-38.785,734.149,,
-38.851,733.728,,
-39.004,733.728,,
-38.828,733.728,,
-38.659,733.728,,
-38.676,733.626,,
-38.469,733.626,,
-38.192,733.626,,
-38.103,733.626,,
-37.936,733.212,,
-37.361,733.212,,
-36.838,733.212,,
-36.603,733.212,,
-36.470,733.222,,
-36.506,733.222,,
-36.938,733.222,,
-37.620,733.222,,
-38.479,733.186,,
-38.990,733.186,,
-38.876,733.186,,
-38.259,733.186,,
-36.998,732.936,,
-35.301,732.936,,
-33.213,732.936,,
-31.131,732.936,,
-29.068,732.736,,
-26.730,732.736,,
-24.143,732.736,,
-21.907,732.736,,
-20.071,732.737,,
-18.811,732.737,,
-18.297,732.737,,
-18.505,732.737,,
